"Winner","Race","Loser","Race","Map","Date","Prize","Double Chance","","","","","","","","","","","","","","","","","","",""
"황병영","T","김민철","Z","Eclipse","2021-09-25","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"황병영","T","김민철","Z","Lemon","2021-09-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김민철","Z","황병영","T","Good Night","2021-09-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김민철","Z","황병영","T","Revolver","2021-09-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김민철","Z","황병영","T","Largo","2021-09-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김민철","Z","황병영","T","Good Night","2021-09-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김민철","Z","변현제","P","Largo","2021-09-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"변현제","P","김민철","Z","Eclipse","2021-09-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김민철","Z","변현제","P","Good Night","2021-09-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김민철","Z","변현제","P","Ascension","2021-09-30","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"변현제","P","김민철","Z","Polypoid","2021-09-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김민철","Z","변현제","P","Lemon","2021-09-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"변현제","P","김민철","Z","Revolver","2021-09-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"변현제","P","김민철","Z","Largo","2021-09-30","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김민철","Z","변현제","P","Good Night","2021-09-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김민철","Z","이재호","T","Revolver","2021-10-11","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김민철","Z","Ascension","2021-10-11","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김민철","Z","Largo","2021-10-11","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김민철","Z","Lemon","2021-10-11","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김민철","Z","이재호","T","Good Night","2021-10-11","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김민철","Z","이재호","T","Eclipse","2021-10-11","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김민철","Z","Polypoid","2021-10-11","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김민철","Z","Ascension","2021-10-11","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"이재호","T","김민철","Z","Largo","2021-10-11","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"장윤철","P","이재호","T","Ascension","2021-10-22","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","이재호","T","Polypoid","2021-10-22","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"이재호","T","장윤철","P","Revolver","2021-10-22","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","장윤철","P","Eclipse","2021-10-22","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","이재호","T","Largo","2021-10-22","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","이재호","T","Good Night","2021-10-22","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","이재호","T","Lemon","2021-10-22","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","장윤철","P","Polypoid","2021-10-22","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","이재호","T","Ascension","2021-10-22","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Polypoid","2021-10-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Ascension","2021-10-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","박상현","Z","Eclipse","2021-10-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Largo","2021-10-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","박상현","Z","Revolver","2021-10-25","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Lemon","2021-10-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Good Night","2021-10-25","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Revolver","2021-10-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Ascension","2021-10-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"유영진","T","박상현","Z","Polypoid","2021-10-28","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","유영진","T","Eclipse","2021-10-28","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"유영진","T","박상현","Z","Revolver","2021-10-28","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","유영진","T","Good Night","2021-10-28","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"유영진","T","박상현","Z","Lemon","2021-10-28","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"유영진","T","박상현","Z","Ascension","2021-10-28","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","유영진","T","Largo","2021-10-28","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","유영진","T","Revolver","2021-10-28","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","유영진","T","Polypoid","2021-10-28","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"도재욱","P","박상현","Z","Ascension","2021-10-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Polypoid","2021-10-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Revolver","2021-10-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","박상현","Z","Lemon","2021-10-30","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Largo","2021-10-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Eclipse","2021-10-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Good Night","2021-10-30","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Revolver","2021-10-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","박상현","Z","Ascension","2021-10-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김지성","T","박상현","Z","Good Night","2021-11-06","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김지성","T","박상현","Z","Polypoid","2021-11-06","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","김지성","T","Largo","2021-11-06","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김지성","T","박상현","Z","Ascension","2021-11-06","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","김지성","T","Eclipse","2021-11-06","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","김지성","T","Lemon","2021-11-06","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","김지성","T","Revolver","2021-11-06","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","김지성","T","Good Night","2021-11-06","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김지성","T","박상현","Z","Ascension","2021-11-06","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"변현제","P","박상현","Z","Eclipse","2021-11-13","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Good Night","2021-11-13","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Ascension","2021-11-13","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Lemon","2021-11-13","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"변현제","P","박상현","Z","Revolver","2021-11-13","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Largo","2021-11-13","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Polypoid","2021-11-13","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"변현제","P","박상현","Z","Revolver","2021-11-13","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"변현제","P","박상현","Z","Largo","2021-11-13","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이재호","T","Ascension","2021-11-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이재호","T","Polypoid","2021-11-30","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이재호","T","Eclipse","2021-11-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","박상현","Z","Allegro","2021-11-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","박상현","Z","Lemon","2021-11-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이재호","T","Good Night","2021-11-30","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이재호","T","Revolver","2021-11-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","박상현","Z","Revolver","2021-11-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이재호","T","Good Night","2021-11-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김지성","T","김민철","Z","Allegro","2022-01-06","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","김지성","T","Vermeer","2022-01-06","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","김민철","Z","Neo Arkanoid","2022-01-06","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","김지성","T","Odyssey","2022-01-06","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김민철","Z","김지성","T","Butter","2022-01-06","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","김민철","Z","Neo Sylphid","2022-01-06","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","김민철","Z","Nemesis","2022-01-06","￦100,000","","","","","","","","","","","","","","","","","","","",""
